,date,total_rides,month,dayofweek,year,unique_stations_364d,ebike_proportion_364d,temp_min_c,rain_sum_mm,snowfall_sum_cm
1104,2023-01-11,10535,1,2,2023,1693.0,0.5632427064412163,2.1,0.0,0.0
1105,2023-01-12,8746,1,3,2023,1693.0,0.5633499349572384,2.0,0.9,0.14
1106,2023-01-13,7007,1,4,2023,1694.0,0.5634284869989626,-3.8,0.4,0.21
1107,2023-01-14,5768,1,5,2023,1695.0,0.5634516606808437,-5.0,0.0,0.0
1108,2023-01-15,6075,1,6,2023,1695.0,0.5635051669982478,-3.6,0.0,0.0
1109,2023-01-16,4581,1,0,2023,1696.0,0.5635542215951956,2.9,14.8,0.0
1110,2023-01-17,8938,1,1,2023,1697.0,0.5636323038603099,2.3,0.0,0.0
1111,2023-01-18,8547,1,2,2023,1697.0,0.5636871464022276,1.6,4.7,0.0
1112,2023-01-19,7118,1,3,2023,1697.0,0.5637522457358994,1.6,2.6,0.0
1113,2023-01-20,7542,1,4,2023,1698.0,0.5638139170171801,-0.8,0.0,0.0
1114,2023-01-21,6089,1,5,2023,1697.0,0.5638613686286515,-1.7,0.0,0.0
1115,2023-01-22,3370,1,6,2023,1698.0,0.5638900759350554,-1.8,0.2,0.42
1116,2023-01-23,6559,1,0,2023,1698.0,0.5638936177340321,-5.8,0.0,0.0
1117,2023-01-24,8264,1,1,2023,1698.0,0.5638793438957755,-2.3,0.0,0.0
1118,2023-01-25,4371,1,2,2023,1698.0,0.5639846674946873,-0.2,3.7,4.13
1119,2023-01-26,5221,1,3,2023,1698.0,0.56408488012053,-8.2,0.0,0.0
1120,2023-01-27,4016,1,4,2023,1698.0,0.5640819157791822,-9.8,0.7,0.77
1121,2023-01-28,2518,1,5,2023,1698.0,0.5640945024175004,-7.3,0.3,0.63
1122,2023-01-29,2415,1,6,2023,1698.0,0.5641210513297005,-6.7,0.3,0.56
1123,2023-01-30,3654,1,0,2023,1698.0,0.5641658788302929,-15.0,0.2,0.42
1124,2023-01-31,4072,1,1,2023,1698.0,0.5642016163398532,-15.7,0.0,0.0
1125,2023-02-01,5293,2,2,2023,1698.0,0.5641758354337323,-14.0,0.0,0.0
1126,2023-02-02,6118,2,3,2023,1699.0,0.5641994558221146,-10.7,0.0,0.0
1127,2023-02-03,3490,2,4,2023,1699.0,0.5642294680850203,-17.3,0.0,0.0
1128,2023-02-04,4902,2,5,2023,1699.0,0.5642663555795027,-11.5,0.0,0.0
1129,2023-02-05,5537,2,6,2023,1699.0,0.564279792115815,-0.6,0.0,0.0
1130,2023-02-06,7234,2,0,2023,1698.0,0.564335851730598,-4.0,0.0,0.0
1131,2023-02-07,8201,2,1,2023,1698.0,0.5643621002702015,0.0,0.0,0.0
1132,2023-02-08,8422,2,2,2023,1701.0,0.5643683497790807,-1.7,0.0,0.0
1133,2023-02-09,4445,2,3,2023,1703.0,0.5643935787559323,0.9,22.1,0.14
1134,2023-02-10,7136,2,4,2023,1703.0,0.564348037914799,-3.0,0.0,0.0
1135,2023-02-11,7549,2,5,2023,1704.0,0.5643001076044509,-5.2,0.0,0.0
1136,2023-02-12,8723,2,6,2023,1704.0,0.5642709489340262,-2.6,0.0,0.0
1137,2023-02-13,9270,2,0,2023,1705.0,0.5642514403307078,1.0,0.0,0.0
1138,2023-02-14,9108,2,1,2023,1705.0,0.5642901492208512,0.3,1.5,0.0
1139,2023-02-15,8551,2,2,2023,1707.0,0.5643400592776706,2.2,0.4,0.0
1140,2023-02-16,3530,2,3,2023,1707.0,0.5643648400826753,-3.6,4.2,4.48
1141,2023-02-17,4543,2,4,2023,1708.0,0.5644010868100687,-7.3,0.0,0.0
1142,2023-02-18,6248,2,5,2023,1708.0,0.5644415725929041,-4.4,0.0,0.0
1143,2023-02-19,8809,2,6,2023,1709.0,0.5644442243015918,2.4,0.0,0.0
1144,2023-02-20,8081,2,0,2023,1710.0,0.5645378360502977,-0.8,0.0,0.0
1145,2023-02-21,7916,2,1,2023,1711.0,0.5645961433906415,-3.3,0.0,0.0
1146,2023-02-22,3520,2,2,2023,1711.0,0.5646979523931559,0.4,26.8,1.26
1147,2023-02-23,7750,2,3,2023,1711.0,0.5647771102756155,-3.1,0.0,0.0
1148,2023-02-24,6383,2,4,2023,1711.0,0.5648400544415468,-7.3,0.6,1.12
1149,2023-02-25,5559,2,5,2023,1713.0,0.5649108009042251,-3.1,0.0,0.0
1150,2023-02-26,7195,2,6,2023,1714.0,0.565000374998125,-1.7,0.0,0.0
1151,2023-02-27,6574,2,0,2023,1714.0,0.5651683986227568,2.8,11.6,0.0
1152,2023-02-28,10240,2,1,2023,1714.0,0.5653084177489341,2.9,0.0,0.0
1153,2023-03-01,11843,3,2,2023,1715.0,0.5654760655411317,2.5,0.7,0.0
1154,2023-03-02,9069,3,3,2023,1715.0,0.5656069819225783,0.7,0.0,0.0
1155,2023-03-03,6632,3,4,2023,1715.0,0.5657781881112537,0.2,2.8,2.1
1156,2023-03-04,7665,3,5,2023,1716.0,0.5662752386415355,-0.7,0.0,0.0
1157,2023-03-05,8243,3,6,2023,1716.0,0.5663508986463883,-0.7,0.4,0.0
1158,2023-03-06,8099,3,0,2023,1716.0,0.5664303925833983,3.0,3.6,0.0
1159,2023-03-07,9887,3,1,2023,1716.0,0.5665753322805461,1.7,0.0,0.0
1160,2023-03-08,9768,3,2,2023,1716.0,0.5667088433568915,1.0,0.0,0.0
1161,2023-03-09,7817,3,3,2023,1716.0,0.5667805834909371,1.1,3.6,1.75
1162,2023-03-10,6108,3,4,2023,1716.0,0.5668304174586548,0.1,2.7,2.59
1163,2023-03-11,7774,3,5,2023,1716.0,0.566863896584154,0.5,1.6,1.68
1164,2023-03-12,3963,3,6,2023,1718.0,0.5669629523374377,-0.6,1.8,0.98
1165,2023-03-13,5825,3,0,2023,1718.0,0.5671036734690612,-1.6,0.1,0.21
1166,2023-03-14,8652,3,1,2023,1718.0,0.5671853108974506,-6.2,0.0,0.0
1167,2023-03-15,10132,3,2,2023,1720.0,0.5673147367035593,-5.4,0.0,0.0
1168,2023-03-16,8495,3,3,2023,1720.0,0.5675032657872457,2.8,2.7,0.0
1169,2023-03-17,7684,3,4,2023,1721.0,0.5675824949089097,-4.1,0.8,0.0
1170,2023-03-18,3947,3,5,2023,1722.0,0.567603173606935,-10.2,0.0,0.0
1171,2023-03-19,5673,3,6,2023,1722.0,0.5677478194141445,-8.2,0.0,0.0
1172,2023-03-20,9058,3,0,2023,1722.0,0.5680770179526935,-2.3,0.0,0.0
1173,2023-03-21,11320,3,1,2023,1722.0,0.5681586347582083,0.9,0.0,0.0
1174,2023-03-22,9269,3,2,2023,1722.0,0.568231603211722,3.8,0.4,0.0
1175,2023-03-23,8922,3,3,2023,1722.0,0.5682991350546506,1.5,9.1,0.0
1176,2023-03-24,9041,3,4,2023,1722.0,0.5683588773749368,1.2,1.6,0.42
1177,2023-03-25,5530,3,5,2023,1722.0,0.5683872151315513,0.9,15.9,1.54
1178,2023-03-26,6676,3,6,2023,1722.0,0.5684108338684156,0.2,0.4,0.0
1179,2023-03-27,9200,3,0,2023,1722.0,0.568475973745978,-0.3,0.0,0.0
1180,2023-03-28,11462,3,1,2023,1722.0,0.5685352661989063,-1.9,0.0,0.0
1181,2023-03-29,10015,3,2,2023,1723.0,0.5686316942170309,-0.8,0.0,0.0
1182,2023-03-30,11700,3,3,2023,1723.0,0.5687268369854792,-1.5,0.0,0.0
1183,2023-03-31,9026,3,4,2023,1723.0,0.5688332047966368,10.2,28.2,0.0
1184,2023-04-01,7200,4,5,2023,1722.0,0.5688849037984702,0.6,2.1,0.07
1185,2023-04-02,11306,4,6,2023,1721.0,0.5689526031212861,-0.9,0.0,0.0
1186,2023-04-03,9862,4,0,2023,1721.0,0.5690388687073267,5.1,2.3,0.0
1187,2023-04-04,9024,4,1,2023,1722.0,0.5691730057012739,5.2,0.8,0.0
1188,2023-04-05,10202,4,2,2023,1722.0,0.569327692779114,3.9,0.0,0.0
1189,2023-04-06,12605,4,3,2023,1723.0,0.5694486950641893,0.0,0.0,0.0
1190,2023-04-07,11510,4,4,2023,1723.0,0.5695605693962712,2.0,0.0,0.0
1191,2023-04-08,15279,4,5,2023,1723.0,0.5696755511215602,2.4,0.0,0.0
1192,2023-04-09,14096,4,6,2023,1723.0,0.5698844421899918,3.1,0.0,0.0
1193,2023-04-10,16594,4,0,2023,1724.0,0.570107710075831,6.6,0.0,0.0
1194,2023-04-11,21301,4,1,2023,1725.0,0.5704585712653496,9.9,0.0,0.0
1195,2023-04-12,22737,4,2,2023,1726.0,0.5706806908670868,14.7,0.0,0.0
1196,2023-04-13,23669,4,3,2023,1728.0,0.5708462714393431,12.7,0.0,0.0
1197,2023-04-14,24340,4,4,2023,1728.0,0.5710358079351092,11.2,0.0,0.0
1198,2023-04-15,28333,4,5,2023,1728.0,0.5711767246914877,16.3,0.0,0.0
1199,2023-04-16,6992,4,6,2023,1729.0,0.5712693372497083,1.3,1.1,0.07
1200,2023-04-17,7342,4,0,2023,1730.0,0.5713597090684011,-0.2,0.2,0.42
1201,2023-04-18,15110,4,1,2023,1731.0,0.57150044606632,-0.1,0.0,0.0
1202,2023-04-19,14255,4,2,2023,1731.0,0.5716379076607857,5.3,0.0,0.0
1203,2023-04-20,17218,4,3,2023,1734.0,0.571945436718405,10.3,0.4,0.0
1204,2023-04-21,18194,4,4,2023,1735.0,0.5721648894426101,6.3,0.0,0.0
1205,2023-04-22,10280,4,5,2023,1737.0,0.5728623374442603,2.9,0.4,0.0
1206,2023-04-23,8491,4,6,2023,1738.0,0.5730960146485253,1.2,0.0,0.0
1207,2023-04-24,12209,4,0,2023,1738.0,0.5733162049173004,0.3,0.0,0.0
1208,2023-04-25,10842,4,1,2023,1738.0,0.5734890375315583,1.1,4.0,0.07
1209,2023-04-26,14208,4,2,2023,1738.0,0.5736609419728812,0.5,0.0,0.0
1210,2023-04-27,18283,4,3,2023,1739.0,0.5738068006570726,0.9,0.0,0.0
1211,2023-04-28,15388,4,4,2023,1741.0,0.5739595559658996,6.1,0.0,0.0
1212,2023-04-29,11931,4,5,2023,1741.0,0.5740662182449533,4.0,6.5,0.0
1213,2023-04-30,7350,4,6,2023,1741.0,0.5741735328637336,3.5,3.3,0.0
1214,2023-05-01,6825,5,0,2023,1741.0,0.5742888567160731,3.8,3.2,0.0
1215,2023-05-02,12906,5,1,2023,1742.0,0.5743343188679854,4.4,0.0,0.0
1216,2023-05-03,15229,5,2,2023,1748.0,0.5744485923388439,3.9,0.0,0.0
1217,2023-05-04,19876,5,3,2023,1760.0,0.5744903281899533,3.5,0.0,0.0
1218,2023-05-05,23337,5,4,2023,1782.0,0.5745729965624595,9.1,0.0,0.0
1219,2023-05-06,21374,5,5,2023,1800.0,0.5746801908217091,12.8,0.7,0.0
1220,2023-05-07,23121,5,6,2023,1806.0,0.5747127092730206,12.4,0.0,0.0
1221,2023-05-08,10292,5,0,2023,1822.0,0.5749798266700392,8.9,1.5,0.0
1222,2023-05-09,18926,5,1,2023,1826.0,0.5753812333063967,8.1,0.0,0.0
1223,2023-05-10,22358,5,2,2023,1830.0,0.5757416744782673,8.0,0.0,0.0
1224,2023-05-11,23348,5,3,2023,1842.0,0.576155397910079,10.3,0.0,0.0
1225,2023-05-12,12994,5,4,2023,1854.0,0.5767141730183861,13.8,0.8,0.0
1226,2023-05-13,15896,5,5,2023,1859.0,0.5775609686489983,12.1,0.7,0.0
1227,2023-05-14,10396,5,6,2023,1864.0,0.5779906943958799,10.2,0.4,0.0
1228,2023-05-15,16268,5,0,2023,1869.0,0.5783370358641532,9.1,0.0,0.0
1229,2023-05-16,20994,5,1,2023,1871.0,0.5784431263775971,8.5,0.0,0.0
1230,2023-05-17,17904,5,2,2023,1876.0,0.5785016505174453,7.5,0.0,0.0
1231,2023-05-18,21504,5,3,2023,1881.0,0.578788574615828,7.4,0.0,0.0
1232,2023-05-19,17465,5,4,2023,1888.0,0.5790031471904855,11.9,0.0,0.0
1233,2023-05-20,23768,5,5,2023,1889.0,0.5790068828818602,8.7,0.0,0.0
1234,2023-05-21,25974,5,6,2023,1897.0,0.579170480111176,10.0,0.0,0.0
1235,2023-05-22,21229,5,0,2023,1902.0,0.5792652666628731,10.4,0.0,0.0
1236,2023-05-23,24990,5,1,2023,1904.0,0.5793415169704574,13.1,0.0,0.0
1237,2023-05-24,20161,5,2,2023,1908.0,0.579459199045494,11.7,0.0,0.0
1238,2023-05-25,19153,5,3,2023,1908.0,0.5797434458404807,8.6,0.0,0.0
1239,2023-05-26,21127,5,4,2023,1910.0,0.5798835652569998,9.0,0.0,0.0
1240,2023-05-27,22901,5,5,2023,1913.0,0.5803293463286511,8.3,0.0,0.0
1241,2023-05-28,23761,5,6,2023,1915.0,0.580901363933347,9.5,0.0,0.0
1242,2023-05-29,23737,5,0,2023,1917.0,0.5814220681846458,10.7,0.0,0.0
1243,2023-05-30,23139,5,1,2023,1919.0,0.5818927565709306,13.2,0.0,0.0
1244,2023-05-31,23163,5,2,2023,1919.0,0.5822922398086025,16.7,0.0,0.0
1245,2023-06-01,25548,6,3,2023,1920.0,0.5827821529804589,17.4,0.0,0.0
1246,2023-06-02,28541,6,4,2023,1917.0,0.5833484854102848,16.1,0.0,0.0
1247,2023-06-03,31742,6,5,2023,1916.0,0.5835636080101316,15.4,0.0,0.0
1248,2023-06-04,25638,6,6,2023,1915.0,0.5838754550156245,14.9,0.0,0.0
1249,2023-06-05,22406,6,0,2023,1913.0,0.5840826847001724,12.2,0.0,0.0
1250,2023-06-06,21959,6,1,2023,1911.0,0.5846446374692572,14.5,0.0,0.0
1251,2023-06-07,24198,6,2,2023,1909.0,0.5849078145759202,12.7,0.0,0.0
1252,2023-06-08,23944,6,3,2023,1908.0,0.5853776253838604,12.3,0.0,0.0
1253,2023-06-09,27842,6,4,2023,1906.0,0.5857140657430772,10.9,0.0,0.0
1254,2023-06-10,35065,6,5,2023,1908.0,0.5862677112286467,14.3,0.0,0.0
1255,2023-06-11,10501,6,6,2023,1902.0,0.5866992684951553,11.3,0.8,0.0
1256,2023-06-12,19443,6,0,2023,1896.0,0.587003078081031,9.3,0.4,0.0
1257,2023-06-13,10382,6,1,2023,1893.0,0.5875639094974371,12.9,20.7,0.0
1258,2023-06-14,23123,6,2,2023,1870.0,0.5880632847954456,14.3,0.0,0.0
1259,2023-06-15,21992,6,3,2023,1847.0,0.5885704626540443,11.5,0.0,0.0
1260,2023-06-16,21884,6,4,2023,1844.0,0.5891988428918815,11.2,0.0,0.0
1261,2023-06-17,29657,6,5,2023,1841.0,0.5898911663571614,10.7,0.0,0.0
1262,2023-06-18,24623,6,6,2023,1841.0,0.5904533046001263,14.9,0.0,0.0
1263,2023-06-19,24746,6,0,2023,1841.0,0.591028040130304,16.3,0.0,0.0
1264,2023-06-20,24254,6,1,2023,1840.0,0.591456990696967,14.7,0.0,0.0
1265,2023-06-21,26163,6,2,2023,1842.0,0.5918657914962551,15.3,0.0,0.0
1266,2023-06-22,26073,6,3,2023,1843.0,0.5922521501122338,16.3,0.0,0.0
1267,2023-06-23,28635,6,4,2023,1843.0,0.5925485832222966,17.3,0.0,0.0
1268,2023-06-24,33944,6,5,2023,1841.0,0.5926105631593745,16.0,0.0,0.0
1269,2023-06-25,23184,6,6,2023,1841.0,0.5930440469440169,19.1,0.8,0.0
1270,2023-06-26,18608,6,0,2023,1842.0,0.5933638269797838,18.8,25.9,0.0
1271,2023-06-27,19771,6,1,2023,1845.0,0.5937072108935534,15.4,0.0,0.0
1272,2023-06-28,21259,6,2,2023,1845.0,0.5943227015511405,13.5,0.0,0.0
1273,2023-06-29,19513,6,3,2023,1846.0,0.5945362890569339,19.5,16.6,0.0
1274,2023-06-30,24084,6,4,2023,1847.0,0.5947504744687584,21.2,0.0,0.0
1275,2023-07-01,22753,7,5,2023,1847.0,0.5951907229594864,21.2,0.0,0.0
1276,2023-07-02,6151,7,6,2023,1847.0,0.5953268002188873,17.6,28.5,0.0
1277,2023-07-03,26812,7,0,2023,1847.0,0.5953137745154627,16.3,0.0,0.0
1278,2023-07-04,28156,7,1,2023,1849.0,0.5953517254643467,19.1,0.0,0.0
1279,2023-07-05,16996,7,2,2023,1849.0,0.5955250117371033,20.9,30.3,0.0
1280,2023-07-06,24703,7,3,2023,1850.0,0.5955406770894218,17.6,0.0,0.0
1281,2023-07-07,26448,7,4,2023,1851.0,0.5954736697814078,16.3,0.0,0.0
1282,2023-07-08,25298,7,5,2023,1852.0,0.5955460670094382,16.3,9.0,0.0
1283,2023-07-09,28019,7,6,2023,1852.0,0.5956096373696478,14.6,0.0,0.0
1284,2023-07-10,23894,7,0,2023,1852.0,0.5956119915086838,16.3,0.0,0.0
1285,2023-07-11,21574,7,1,2023,1853.0,0.5956834099436631,18.9,1.8,0.0
1286,2023-07-12,14451,7,2,2023,1853.0,0.5958126700274778,17.4,40.0,0.0
1287,2023-07-13,26242,7,3,2023,1854.0,0.5957781034371095,17.4,0.0,0.0
1288,2023-07-14,25905,7,4,2023,1855.0,0.5956550516927951,18.9,1.5,0.0
1289,2023-07-15,30074,7,5,2023,1852.0,0.5955929737075318,20.4,12.9,0.0
1290,2023-07-16,25843,7,6,2023,1852.0,0.595430333394167,17.7,0.0,0.0
1291,2023-07-17,23703,7,0,2023,1851.0,0.5953136716774716,17.3,0.0,0.0
1292,2023-07-18,26263,7,1,2023,1849.0,0.5951818804772812,15.2,0.0,0.0
1293,2023-07-19,27480,7,2,2023,1847.0,0.5950337071746565,15.9,0.0,0.0
1294,2023-07-20,27389,7,3,2023,1844.0,0.594869759747559,18.9,0.0,0.0
1295,2023-07-21,29602,7,4,2023,1843.0,0.5946925288706653,18.6,0.0,0.0
1296,2023-07-22,26289,7,5,2023,1844.0,0.5946050403819036,16.0,0.0,0.0
1297,2023-07-23,28520,7,6,2023,1844.0,0.5945293062547011,17.3,0.0,0.0
1298,2023-07-24,23886,7,0,2023,1844.0,0.5945488716517136,18.3,0.0,0.0
1299,2023-07-25,25535,7,1,2023,1843.0,0.5945317988114126,18.5,0.0,0.0
1300,2023-07-26,22847,7,2,2023,1841.0,0.5944886986320645,22.2,9.4,0.0
1301,2023-07-27,25644,7,3,2023,1840.0,0.5944015964987708,21.6,0.0,0.0
1302,2023-07-28,21918,7,4,2023,1836.0,0.5943537876359114,21.8,39.7,0.0
1303,2023-07-29,31893,7,5,2023,1838.0,0.5942109018995057,19.1,0.0,0.0
1304,2023-07-30,28031,7,6,2023,1838.0,0.5941501900769034,17.6,0.0,0.0
1305,2023-07-31,24071,7,0,2023,1836.0,0.594076660670141,16.0,0.0,0.0
1306,2023-08-01,26856,8,1,2023,1835.0,0.5939184416636523,18.4,7.6,0.0
1307,2023-08-02,29400,8,2,2023,1831.0,0.5935980634258631,18.0,0.0,0.0
1308,2023-08-03,29518,8,3,2023,1826.0,0.5934349039110676,18.6,0.0,0.0
1309,2023-08-04,31787,8,4,2023,1825.0,0.5932362329002073,19.8,0.0,0.0
1310,2023-08-05,17327,8,5,2023,1825.0,0.5932988838529654,19.9,7.3,0.0
1311,2023-08-06,19306,8,6,2023,1825.0,0.5930930531435086,19.0,7.7,0.0
1312,2023-08-07,22923,8,0,2023,1822.0,0.5928537899727939,18.8,0.0,0.0
1313,2023-08-08,25271,8,1,2023,1821.0,0.5926969289540517,16.3,0.0,0.0
1314,2023-08-09,25916,8,2,2023,1818.0,0.5925137560578313,17.8,0.0,0.0
1315,2023-08-10,25470,8,3,2023,1817.0,0.592205915713036,17.9,0.0,0.0
1316,2023-08-11,27259,8,4,2023,1814.0,0.591929911876032,19.4,0.0,0.0
1317,2023-08-12,33450,8,5,2023,1810.0,0.591477673643951,19.6,0.0,0.0
1318,2023-08-13,23181,8,6,2023,1808.0,0.5912152398641336,18.5,0.0,0.0
1319,2023-08-14,9866,8,0,2023,1804.0,0.5911695953806971,17.3,8.0,0.0
1320,2023-08-15,22598,8,1,2023,1801.0,0.5908737199240515,15.5,5.4,0.0
1321,2023-08-16,26634,8,2,2023,1797.0,0.5905700108987773,13.6,0.0,0.0
1322,2023-08-17,21337,8,3,2023,1795.0,0.5902815096941699,16.7,0.0,0.0
1323,2023-08-18,27853,8,4,2023,1793.0,0.5898902376176876,13.2,0.0,0.0
1324,2023-08-19,32252,8,5,2023,1789.0,0.589363438217419,14.4,0.0,0.0
1325,2023-08-20,27282,8,6,2023,1786.0,0.5889824711657395,21.1,0.0,0.0
1326,2023-08-21,22478,8,0,2023,1783.0,0.588701758676666,19.6,0.0,0.0
1327,2023-08-22,25380,8,1,2023,1780.0,0.5884069869214945,19.9,0.0,0.0
1328,2023-08-23,21922,8,2,2023,1776.0,0.5882537049879114,23.1,0.0,0.0
1329,2023-08-24,21042,8,3,2023,1773.0,0.5880955156700645,23.0,0.0,0.0
1330,2023-08-25,26196,8,4,2023,1769.0,0.5878117649158574,20.9,0.0,0.0
1331,2023-08-26,26599,8,5,2023,1765.0,0.5874655844536849,18.0,0.0,0.0
1332,2023-08-27,24977,8,6,2023,1756.0,0.5871483210710843,17.7,0.0,0.0
1333,2023-08-28,22483,8,0,2023,1747.0,0.5869074620359906,15.0,0.0,0.0
1334,2023-08-29,24664,8,1,2023,1737.0,0.5866184518203371,15.4,0.0,0.0
1335,2023-08-30,24416,8,2,2023,1732.0,0.586282766230765,14.6,0.0,0.0
1336,2023-08-31,24783,8,3,2023,1717.0,0.585968587791237,13.2,0.0,0.0
1337,2023-09-01,24083,9,4,2023,1705.0,0.5856447340391798,13.4,0.0,0.0
1338,2023-09-02,26435,9,5,2023,1692.0,0.5852946622040917,15.3,0.0,0.0
1339,2023-09-03,25973,9,6,2023,1677.0,0.5849526204871026,18.6,0.0,0.0
1340,2023-09-04,23069,9,0,2023,1668.0,0.5846280436553264,20.6,0.0,0.0
1341,2023-09-05,22068,9,1,2023,1653.0,0.5843764956864226,22.8,0.0,0.0
1342,2023-09-06,20434,9,2,2023,1625.0,0.5842062491562362,19.9,56.1,0.0
1343,2023-09-07,22823,9,3,2023,1607.0,0.5839629706232661,17.4,0.0,0.0
1344,2023-09-08,17328,9,4,2023,1603.0,0.583696681264559,15.0,3.6,0.0
1345,2023-09-09,28062,9,5,2023,1598.0,0.5833333844223154,13.1,0.0,0.0
1346,2023-09-10,25478,9,6,2023,1594.0,0.5829757931338012,11.5,0.0,0.0
1347,2023-09-11,7651,9,0,2023,1592.0,0.5829167628192692,15.9,12.5,0.0
1348,2023-09-12,22744,9,1,2023,1591.0,0.5826289304861876,12.8,0.0,0.0
1349,2023-09-13,22636,9,2,2023,1594.0,0.5823768702092125,11.8,0.0,0.0
1350,2023-09-14,23364,9,3,2023,1594.0,0.5821355542650559,10.9,0.0,0.0
1351,2023-09-15,26332,9,4,2023,1595.0,0.5821232673520536,10.8,0.0,0.0
1352,2023-09-16,26878,9,5,2023,1596.0,0.582150560309396,13.2,0.0,0.0
1353,2023-09-17,15416,9,6,2023,1596.0,0.5823227518217943,13.2,12.2,0.0
1354,2023-09-18,20249,9,0,2023,1597.0,0.5823391272943985,11.5,0.0,0.0
1355,2023-09-19,13411,9,1,2023,1598.0,0.5823933721055576,12.5,4.1,0.0
1356,2023-09-20,23956,9,2,2023,1597.0,0.5822793751943123,14.5,0.0,0.0
1357,2023-09-21,21441,9,3,2023,1597.0,0.5821750495967147,16.5,0.0,0.0
1358,2023-09-22,24485,9,4,2023,1597.0,0.5820486344168792,17.3,0.5,0.0
1359,2023-09-23,28519,9,5,2023,1597.0,0.5818632095221988,15.4,0.0,0.0
1360,2023-09-24,22643,9,6,2023,1599.0,0.5818173015040335,13.8,0.0,0.0
1361,2023-09-25,18608,9,0,2023,1599.0,0.5817078482661299,16.3,0.8,0.0
1362,2023-09-26,17652,9,1,2023,1598.0,0.5815528072060534,17.0,4.1,0.0
1363,2023-09-27,19907,9,2,2023,1597.0,0.5813712659070737,17.0,0.1,0.0
1364,2023-09-28,22432,9,3,2023,1596.0,0.5811912463772876,15.8,0.0,0.0
1365,2023-09-29,23759,9,4,2023,1598.0,0.5809177670584241,14.9,0.0,0.0
1366,2023-09-30,27691,9,5,2023,1599.0,0.5805556251080058,13.9,0.0,0.0
1367,2023-10-01,24332,10,6,2023,1598.0,0.5802471769126534,14.6,0.0,0.0
1368,2023-10-02,21806,10,0,2023,1598.0,0.5799754750856434,15.4,0.0,0.0
1369,2023-10-03,24953,10,1,2023,1598.0,0.5797293024660635,15.2,0.0,0.0
1370,2023-10-04,26067,10,2,2023,1594.0,0.5795376063509489,20.4,0.0,0.0
1371,2023-10-05,21474,10,3,2023,1595.0,0.5792814003270848,14.8,6.0,0.0
1372,2023-10-06,17854,10,4,2023,1595.0,0.5790662308542581,7.0,0.3,0.0
1373,2023-10-07,20576,10,5,2023,1595.0,0.5786966245043499,5.9,0.0,0.0
1374,2023-10-08,22215,10,6,2023,1594.0,0.5783422686053992,5.7,0.0,0.0
1375,2023-10-09,17415,10,0,2023,1595.0,0.5781063288026355,4.7,0.0,0.0
1376,2023-10-10,19222,10,1,2023,1594.0,0.5778932754671074,3.7,0.0,0.0
1377,2023-10-11,18600,10,2,2023,1594.0,0.5776970412830472,4.2,1.1,0.0
1378,2023-10-12,15637,10,3,2023,1595.0,0.577417301014253,11.6,9.8,0.0
1379,2023-10-13,10900,10,4,2023,1594.0,0.5772230224027309,12.0,6.0,0.0
1380,2023-10-14,8975,10,5,2023,1595.0,0.5770187377193529,10.5,13.1,0.0
1381,2023-10-15,14824,10,6,2023,1595.0,0.57680819377174,7.4,0.0,0.0
1382,2023-10-16,14837,10,0,2023,1594.0,0.5766030388701279,6.0,0.4,0.0
1383,2023-10-17,19489,10,1,2023,1595.0,0.5763305368054656,3.3,0.0,0.0
1384,2023-10-18,19349,10,2,2023,1597.0,0.5760530868485376,6.3,1.2,0.0
1385,2023-10-19,15731,10,3,2023,1597.0,0.5757787733812272,11.3,1.6,0.0
1386,2023-10-20,18134,10,4,2023,1599.0,0.5754429391696054,6.7,0.0,0.0
1387,2023-10-21,17370,10,5,2023,1601.0,0.5749937062388525,5.1,0.5,0.0
1388,2023-10-22,15804,10,6,2023,1601.0,0.5745767744302092,4.6,0.0,0.0
1389,2023-10-23,16817,10,0,2023,1599.0,0.5742812819547403,5.8,0.0,0.0
1390,2023-10-24,22842,10,1,2023,1600.0,0.5739787044047333,12.4,0.0,0.0
1391,2023-10-25,15006,10,2,2023,1599.0,0.5736848718842665,14.5,1.0,0.0
1392,2023-10-26,16988,10,3,2023,1600.0,0.5733526511911595,16.6,3.4,0.0
1393,2023-10-27,16853,10,4,2023,1601.0,0.573027170908571,8.8,0.6,0.0
1394,2023-10-28,13680,10,5,2023,1601.0,0.5726746218949229,3.3,0.4,0.0
1395,2023-10-29,7677,10,6,2023,1601.0,0.5724148781631995,3.3,2.1,0.0
1396,2023-10-30,12211,10,0,2023,1601.0,0.5721416343666256,-0.8,0.0,0.0
1397,2023-10-31,8779,10,1,2023,1601.0,0.5718993791389191,-1.3,3.2,4.62
1398,2023-11-01,11141,11,2,2023,1600.0,0.5715875020394372,-1.9,0.1,0.0
1399,2023-11-02,14681,11,3,2023,1600.0,0.5713315214578047,0.1,0.0,0.0
1400,2023-11-03,14839,11,4,2023,1600.0,0.5711693086894152,4.9,0.0,0.0
1401,2023-11-04,16303,11,5,2023,1599.0,0.5709187610001143,4.1,0.0,0.0
1402,2023-11-05,13730,11,6,2023,1599.0,0.5707845859356964,2.3,0.0,0.0
1403,2023-11-06,16545,11,0,2023,1599.0,0.5706645505891342,10.0,0.0,0.0
1404,2023-11-07,15660,11,1,2023,1599.0,0.5705941590721139,7.1,0.0,0.0
1405,2023-11-08,13706,11,2,2023,1600.0,0.5706264792550146,7.7,0.5,0.0
