,date,total_rides,month,dayofweek,year,unique_stations_364d,ebike_proportion_364d,temp_min_c,rain_sum_mm,snowfall_sum_cm
796,2022-03-09,9086,3,2,2022,859.0,0.43045372238246016,-1.0,0.0,0.0
797,2022-03-10,6711,3,3,2022,859.0,0.4308629745644006,-4.3,0.2,0.42
798,2022-03-11,5549,3,4,2022,859.0,0.4312437960406231,-8.4,0.0,0.0
799,2022-03-12,4762,3,5,2022,859.0,0.4317306484471337,-11.8,0.0,0.0
800,2022-03-13,8895,3,6,2022,859.0,0.43198610697248935,-6.6,0.0,0.0
801,2022-03-14,12336,3,0,2022,859.0,0.43223267733895,2.9,0.0,0.0
802,2022-03-15,10817,3,1,2022,858.0,0.43256777194028945,0.7,0.0,0.0
803,2022-03-16,18964,3,2,2022,859.0,0.4329792060238422,0.5,0.0,0.0
804,2022-03-17,16165,3,3,2022,860.0,0.4332745237403246,6.3,0.0,0.0
805,2022-03-18,5320,3,4,2022,860.0,0.43353878465711554,3.6,13.4,0.0
806,2022-03-19,5342,3,5,2022,860.0,0.43398180326015573,2.6,7.6,0.14
807,2022-03-20,17198,3,6,2022,860.0,0.4346965030670349,1.6,0.0,0.0
808,2022-03-21,19335,3,0,2022,860.0,0.4352178689251007,5.7,0.0,0.0
809,2022-03-22,7727,3,1,2022,860.0,0.43549470117520667,6.5,0.8,0.0
810,2022-03-23,7222,3,2,2022,860.0,0.4358363324838132,6.8,33.6,0.0
811,2022-03-24,7052,3,3,2022,860.0,0.43618288247573545,3.2,2.9,0.0
812,2022-03-25,9015,3,4,2022,860.0,0.4365643607524024,0.3,0.4,0.0
813,2022-03-26,5646,3,5,2022,860.0,0.43696093681365533,-2.3,0.0,0.0
814,2022-03-27,5906,3,6,2022,860.0,0.4372515515844489,-5.1,0.0,0.0
815,2022-03-28,7453,3,0,2022,860.0,0.4376352295121096,-5.9,0.0,0.0
816,2022-03-29,8736,3,1,2022,861.0,0.43802665925473455,-3.6,0.0,0.0
817,2022-03-30,5553,3,2,2022,861.0,0.43826893507159614,4.6,7.3,0.0
818,2022-03-31,7194,3,3,2022,861.0,0.43851368049198103,0.4,14.2,0.7
819,2022-04-01,10700,4,4,2022,861.0,0.43889456226665524,-0.5,0.0,0.0
820,2022-04-02,5994,4,5,2022,861.0,0.4394540581998958,0.1,5.7,2.1
821,2022-04-03,8856,4,6,2022,861.0,0.44005644734673494,0.6,0.7,0.0
822,2022-04-04,11051,4,0,2022,861.0,0.4406090806957182,3.1,1.5,0.0
823,2022-04-05,12098,4,1,2022,861.0,0.44128335892753384,2.5,0.0,0.0
824,2022-04-06,11723,4,2,2022,861.0,0.44191848624480257,5.5,7.3,0.0
825,2022-04-07,9849,4,3,2022,861.0,0.4422740267700375,3.6,2.6,0.0
826,2022-04-08,6961,4,4,2022,861.0,0.442735787834213,0.9,5.2,1.54
827,2022-04-09,10622,4,5,2022,861.0,0.44308995537793466,-0.1,0.2,0.14
828,2022-04-10,15865,4,6,2022,861.0,0.44353378592991927,0.8,0.0,0.0
829,2022-04-11,14291,4,0,2022,861.0,0.4440017662048867,8.6,0.0,0.0
830,2022-04-12,17221,4,1,2022,861.0,0.4443789626344841,5.7,0.0,0.0
831,2022-04-13,8914,4,2,2022,861.0,0.44465388551627694,6.1,6.9,0.0
832,2022-04-14,11797,4,3,2022,861.0,0.445066089592303,1.3,0.0,0.0
833,2022-04-15,10716,4,4,2022,863.0,0.44550556338736746,3.5,0.0,0.0
834,2022-04-16,12475,4,5,2022,863.0,0.4460028923962647,0.0,0.0,0.0
835,2022-04-17,7391,4,6,2022,864.0,0.4463934863630216,-0.1,0.0,0.0
836,2022-04-18,7867,4,0,2022,864.0,0.4466990636533285,0.6,2.6,2.24
837,2022-04-19,12329,4,1,2022,864.0,0.4470693979626879,1.1,0.0,0.0
838,2022-04-20,10557,4,2,2022,865.0,0.4474284567640212,2.9,0.4,0.0
839,2022-04-21,21269,4,3,2022,865.0,0.4479621438141337,9.7,0.0,0.0
840,2022-04-22,8453,4,4,2022,865.0,0.4483722428947827,6.7,0.4,0.0
841,2022-04-23,34891,4,5,2022,865.0,0.4487198047584027,9.9,0.0,0.0
842,2022-04-24,12678,4,6,2022,865.0,0.44900366801751507,12.7,0.0,0.0
843,2022-04-25,12752,4,0,2022,865.0,0.449492385569155,4.7,0.0,0.0
844,2022-04-26,13306,4,1,2022,865.0,0.45015399084721996,1.6,0.0,0.0
845,2022-04-27,11627,4,2,2022,865.0,0.45052624538882824,0.2,0.0,0.0
846,2022-04-28,12429,4,3,2022,865.0,0.45101696498668103,1.8,0.0,0.0
847,2022-04-29,15936,4,4,2022,865.0,0.4515930232334045,5.9,0.4,0.0
848,2022-04-30,10307,4,5,2022,865.0,0.45231464766113205,8.1,1.1,0.0
849,2022-05-01,12386,5,6,2022,865.0,0.4531122273493943,9.0,0.0,0.0
850,2022-05-02,13746,5,0,2022,865.0,0.4536436337843849,7.2,0.0,0.0
851,2022-05-03,6014,5,1,2022,865.0,0.4539697658672056,5.5,16.1,0.0
852,2022-05-04,15606,5,2,2022,865.0,0.4545031387288524,3.5,0.0,0.0
853,2022-05-05,9522,5,3,2022,866.0,0.45485849275372275,4.5,5.1,0.0
854,2022-05-06,8146,5,4,2022,866.0,0.4552283956733424,7.2,12.7,0.0
855,2022-05-07,21885,5,5,2022,866.0,0.4558244239100076,7.1,0.0,0.0
856,2022-05-08,16247,5,6,2022,867.0,0.4561442771671908,5.0,0.0,0.0
857,2022-05-09,22767,5,0,2022,867.0,0.4565157784375683,9.8,0.0,0.0
858,2022-05-10,26288,5,1,2022,935.0,0.4567652815778386,19.3,0.0,0.0
859,2022-05-11,23793,5,2,2022,961.0,0.45698144894931186,17.1,0.0,0.0
860,2022-05-12,25588,5,3,2022,984.0,0.45721121091832945,14.9,0.0,0.0
861,2022-05-13,28323,5,4,2022,995.0,0.45733592467908524,19.1,0.0,0.0
862,2022-05-14,30729,5,5,2022,1014.0,0.45710685405907525,17.1,0.0,0.0
863,2022-05-15,19573,5,6,2022,1023.0,0.4573040379166369,14.3,0.7,0.0
864,2022-05-16,23915,5,0,2022,1023.0,0.45755015989236236,12.3,0.0,0.0
865,2022-05-17,18754,5,1,2022,1029.0,0.4578553546369025,10.5,0.0,0.0
866,2022-05-18,14972,5,2,2022,1036.0,0.4582385197817204,10.0,8.3,0.0
867,2022-05-19,27028,5,3,2022,1049.0,0.4587134596767127,11.8,0.0,0.0
868,2022-05-20,21650,5,4,2022,1059.0,0.45915802847824977,14.4,0.0,0.0
869,2022-05-21,13210,5,5,2022,1064.0,0.4597959369949807,10.9,4.4,0.0
870,2022-05-22,22414,5,6,2022,1066.0,0.46020668076883264,9.4,0.0,0.0
871,2022-05-23,18578,5,0,2022,1077.0,0.46059896757756663,7.5,0.0,0.0
872,2022-05-24,20500,5,1,2022,1084.0,0.4609980263414023,9.2,1.1,0.0
873,2022-05-25,14737,5,2,2022,1089.0,0.4614319489162923,12.8,1.9,0.0
874,2022-05-26,22823,5,3,2022,1094.0,0.4617186104779507,16.6,0.0,0.0
875,2022-05-27,16343,5,4,2022,1099.0,0.46194782326124134,11.1,2.5,0.0
876,2022-05-28,31885,5,5,2022,1101.0,0.46220362345845856,10.4,0.0,0.0
877,2022-05-29,33324,5,6,2022,1105.0,0.4624237755318695,16.2,0.0,0.0
878,2022-05-30,30412,5,0,2022,1110.0,0.4625227332183933,20.4,0.0,0.0
879,2022-05-31,22966,5,1,2022,1113.0,0.4627100363878277,22.2,0.0,0.0
880,2022-06-01,22473,6,2,2022,1116.0,0.4629033297446116,13.5,0.0,0.0
881,2022-06-02,24884,6,3,2022,1120.0,0.46310504701386623,13.8,0.0,0.0
882,2022-06-03,28853,6,4,2022,1129.0,0.46323092611041344,15.7,0.0,0.0
883,2022-06-04,25595,6,5,2022,1143.0,0.4636367434245262,11.3,0.0,0.0
884,2022-06-05,28285,6,6,2022,1143.0,0.4640029650629205,14.3,0.0,0.0
885,2022-06-06,13993,6,0,2022,1153.0,0.4642452145442498,13.7,7.6,0.0
886,2022-06-07,20628,6,1,2022,1154.0,0.4642862317889487,12.6,0.0,0.0
887,2022-06-08,16197,6,2,2022,1156.0,0.4646714883417783,11.9,6.8,0.0
888,2022-06-09,25814,6,3,2022,1160.0,0.4649963857242519,11.2,0.0,0.0
889,2022-06-10,23220,6,4,2022,1166.0,0.4653564150330592,14.2,0.0,0.0
890,2022-06-11,32474,6,5,2022,1172.0,0.4658014482290915,14.6,0.0,0.0
891,2022-06-12,24259,6,6,2022,1176.0,0.4664902654714454,13.8,0.0,0.0
892,2022-06-13,18617,6,0,2022,1182.0,0.4669159442420504,13.7,31.7,0.0
893,2022-06-14,24058,6,1,2022,1188.0,0.46723803669427527,20.4,0.0,0.0
894,2022-06-15,24817,6,2,2022,1220.0,0.46767600038086476,26.4,0.0,0.0
895,2022-06-16,25614,6,3,2022,1241.0,0.4680927523751887,22.3,0.0,0.0
896,2022-06-17,30679,6,4,2022,1257.0,0.46866130209679635,19.0,0.0,0.0
897,2022-06-18,34255,6,5,2022,1264.0,0.46942104930866846,12.3,0.0,0.0
898,2022-06-19,29258,6,6,2022,1276.0,0.4699859919078366,10.6,0.0,0.0
899,2022-06-20,27027,6,0,2022,1283.0,0.47016963914151183,18.3,0.0,0.0
900,2022-06-21,23300,6,1,2022,1290.0,0.4705382416628393,22.8,0.0,0.0
901,2022-06-22,26692,6,2,2022,1293.0,0.47100421241024076,23.0,0.0,0.0
902,2022-06-23,27105,6,3,2022,1294.0,0.4712871378365241,18.4,0.0,0.0
903,2022-06-24,30296,6,4,2022,1295.0,0.4716865118828943,15.7,0.0,0.0
904,2022-06-25,22361,6,5,2022,1295.0,0.47204216187030396,19.4,21.3,0.0
905,2022-06-26,32925,6,6,2022,1299.0,0.4725553076247242,19.5,0.0,0.0
906,2022-06-27,24040,6,0,2022,1301.0,0.472886737959566,15.7,0.0,0.0
907,2022-06-28,25674,6,1,2022,1306.0,0.47331218312354584,14.9,0.0,0.0
908,2022-06-29,26857,6,2,2022,1308.0,0.47361396474362966,18.9,0.0,0.0
909,2022-06-30,27875,6,3,2022,1311.0,0.47444495779638746,21.7,0.0,0.0
910,2022-07-01,23812,7,4,2022,1313.0,0.47507372006658344,19.1,1.1,0.0
911,2022-07-02,30876,7,5,2022,1314.0,0.47561525919959585,17.5,0.0,0.0
912,2022-07-03,30503,7,6,2022,1316.0,0.4764703736090052,19.3,0.0,0.0
913,2022-07-04,22483,7,0,2022,1318.0,0.47727503675853017,19.4,0.7,0.0
914,2022-07-05,20595,7,1,2022,1319.0,0.4778090926025883,20.1,2.9,0.0
915,2022-07-06,22734,7,2,2022,1321.0,0.4783409473012207,19.4,69.5,0.0
916,2022-07-07,25756,7,3,2022,1326.0,0.4790540340282955,19.8,0.0,0.0
917,2022-07-08,23775,7,4,2022,1334.0,0.4799701073613526,19.9,7.6,0.0
918,2022-07-09,36104,7,5,2022,1336.0,0.48078230011431616,17.5,0.0,0.0
919,2022-07-10,28856,7,6,2022,1340.0,0.4811565562972959,16.8,0.0,0.0
920,2022-07-11,22040,7,0,2022,1343.0,0.48169297202557726,20.1,0.0,0.0
921,2022-07-12,26345,7,1,2022,1347.0,0.4823238876460865,20.0,0.0,0.0
922,2022-07-13,27624,7,2,2022,1354.0,0.48309574289932217,18.3,0.0,0.0
923,2022-07-14,28755,7,3,2022,1356.0,0.48387603630254367,15.8,0.0,0.0
924,2022-07-15,11971,7,4,2022,1357.0,0.4843775754758655,17.5,24.5,0.0
925,2022-07-16,32507,7,5,2022,1357.0,0.485546079462517,19.1,0.4,0.0
926,2022-07-17,22918,7,6,2022,1359.0,0.4865510049865311,19.6,51.5,0.0
927,2022-07-18,24829,7,0,2022,1362.0,0.4872712119675833,19.4,0.0,0.0
928,2022-07-19,26209,7,1,2022,1364.0,0.4880002801939931,20.9,0.0,0.0
929,2022-07-20,27202,7,2,2022,1371.0,0.4889172585691592,23.1,0.0,0.0
930,2022-07-21,26557,7,3,2022,1373.0,0.4899484564197104,18.9,0.0,0.0
931,2022-07-22,28173,7,4,2022,1370.0,0.4909705815023259,19.7,0.0,0.0
932,2022-07-23,31093,7,5,2022,1372.0,0.4921782483296953,20.3,14.8,0.0
933,2022-07-24,25354,7,6,2022,1375.0,0.49333324560296055,22.2,28.4,0.0
934,2022-07-25,24354,7,0,2022,1378.0,0.4942299542547896,18.5,0.0,0.0
935,2022-07-26,25727,7,1,2022,1380.0,0.4951287079083899,16.5,0.7,0.0
936,2022-07-27,24823,7,2,2022,1380.0,0.49606457057801034,20.0,18.7,0.0
937,2022-07-28,27790,7,3,2022,1384.0,0.49720905713919733,18.7,0.4,0.0
938,2022-07-29,30284,7,4,2022,1386.0,0.4981519221548372,16.0,0.0,0.0
939,2022-07-30,33288,7,5,2022,1388.0,0.4993203532809184,15.8,0.0,0.0
940,2022-07-31,29198,7,6,2022,1389.0,0.5001930667801895,17.8,0.0,0.0
941,2022-08-01,23978,8,0,2022,1393.0,0.5008195612334007,22.0,0.4,0.0
942,2022-08-02,25831,8,1,2022,1395.0,0.5014539938159924,19.3,0.0,0.0
943,2022-08-03,21810,8,2,2022,1397.0,0.5022032120285661,22.5,0.0,0.0
944,2022-08-04,25371,8,3,2022,1399.0,0.5029240413274072,21.3,11.9,0.0
945,2022-08-05,29269,8,4,2022,1400.0,0.5037906939737806,20.1,0.0,0.0
946,2022-08-06,30971,8,5,2022,1402.0,0.504838491967663,22.3,0.0,0.0
947,2022-08-07,16643,8,6,2022,1403.0,0.5056518981993829,24.5,1.2,0.0
948,2022-08-08,13790,8,0,2022,1404.0,0.5061344362467759,18.3,10.5,0.0
949,2022-08-09,26056,8,1,2022,1405.0,0.5068000477922618,16.7,0.0,0.0
950,2022-08-10,27282,8,2,2022,1407.0,0.5075878466726873,14.9,0.0,0.0
951,2022-08-11,26452,8,3,2022,1407.0,0.5085661221008364,18.3,0.0,0.0
952,2022-08-12,27125,8,4,2022,1409.0,0.5096020994060245,18.4,0.0,0.0
953,2022-08-13,30565,8,5,2022,1410.0,0.5109659385630904,16.8,0.4,0.0
954,2022-08-14,23515,8,6,2022,1410.0,0.511924868254193,19.1,1.4,0.0
955,2022-08-15,24001,8,0,2022,1411.0,0.5126047566184742,18.7,0.0,0.0
956,2022-08-16,24853,8,1,2022,1413.0,0.5134134802807666,18.0,0.0,0.0
957,2022-08-17,25863,8,2,2022,1416.0,0.5143212793590367,17.1,0.0,0.0
958,2022-08-18,26683,8,3,2022,1417.0,0.5152932547874737,15.7,0.0,0.0
959,2022-08-19,31704,8,4,2022,1417.0,0.5163541263123776,18.4,0.0,0.0
960,2022-08-20,24203,8,5,2022,1417.0,0.5175062408511083,18.4,43.6,0.0
961,2022-08-21,27292,8,6,2022,1419.0,0.5185825355835245,18.7,0.4,0.0
962,2022-08-22,24276,8,0,2022,1419.0,0.5192607459366275,17.2,0.0,0.0
963,2022-08-23,26088,8,1,2022,1419.0,0.5198843281848466,16.4,0.0,0.0
964,2022-08-24,27227,8,2,2022,1420.0,0.5206114181063491,17.2,0.0,0.0
965,2022-08-25,21278,8,3,2022,1423.0,0.5214135421871418,18.9,10.4,0.0
966,2022-08-26,27310,8,4,2022,1423.0,0.5222341303646436,17.3,0.0,0.0
967,2022-08-27,32172,8,5,2022,1423.0,0.5233129403417528,15.3,0.0,0.0
968,2022-08-28,23552,8,6,2022,1423.0,0.524145866154262,18.9,0.0,0.0
969,2022-08-29,18828,8,0,2022,1424.0,0.5248857299844643,21.3,0.0,0.0
970,2022-08-30,25287,8,1,2022,1430.0,0.5256361697564089,18.4,0.0,0.0
971,2022-08-31,25806,8,2,2022,1440.0,0.5266465566713324,15.2,0.0,0.0
972,2022-09-01,25579,9,3,2022,1447.0,0.5276190487797893,18.8,0.0,0.0
973,2022-09-02,27296,9,4,2022,1450.0,0.5284553967635717,20.1,0.0,0.0
974,2022-09-03,30561,9,5,2022,1455.0,0.5294076611526204,19.8,0.0,0.0
975,2022-09-04,18705,9,6,2022,1458.0,0.5304386500233038,19.8,0.4,0.0
976,2022-09-05,20959,9,0,2022,1459.0,0.5313787234474945,18.7,0.0,0.0
977,2022-09-06,23645,9,1,2022,1462.0,0.53200535776176,18.8,42.5,0.0
978,2022-09-07,26151,9,2,2022,1473.0,0.5329009392325509,17.9,0.0,0.0
979,2022-09-08,26299,9,3,2022,1489.0,0.5338020201725184,15.0,0.0,0.0
980,2022-09-09,28520,9,4,2022,1500.0,0.5348504065558126,15.2,0.0,0.0
981,2022-09-10,31859,9,5,2022,1509.0,0.5360409561431074,16.8,0.0,0.0
982,2022-09-11,9058,9,6,2022,1524.0,0.5369298949560758,14.5,24.9,0.0
983,2022-09-12,17554,9,0,2022,1527.0,0.5375419002360333,12.4,0.0,0.0
984,2022-09-13,22947,9,1,2022,1533.0,0.5383658754723253,12.7,0.0,0.0
985,2022-09-14,24789,9,2,2022,1541.0,0.5393972493010329,13.2,0.0,0.0
986,2022-09-15,26396,9,3,2022,1546.0,0.5403994778242841,14.5,0.0,0.0
987,2022-09-16,28887,9,4,2022,1550.0,0.5411816917408122,16.6,0.0,0.0
988,2022-09-17,30636,9,5,2022,1558.0,0.5419803989205203,17.9,0.0,0.0
989,2022-09-18,24889,9,6,2022,1566.0,0.5425199548250852,20.1,4.0,0.0
990,2022-09-19,21189,9,0,2022,1569.0,0.5428199920579151,16.0,0.0,0.0
991,2022-09-20,20293,9,1,2022,1571.0,0.5431536035533561,15.9,2.2,0.0
992,2022-09-21,24212,9,2,2022,1574.0,0.5435832837588837,16.8,0.0,0.0
993,2022-09-22,22646,9,3,2022,1578.0,0.5441127406799164,11.5,0.0,0.0
994,2022-09-23,21170,9,4,2022,1582.0,0.54476276690432,11.2,0.0,0.0
995,2022-09-24,24865,9,5,2022,1586.0,0.5455620954098327,12.0,0.7,0.0
996,2022-09-25,19206,9,6,2022,1590.0,0.5460484903251346,12.2,0.0,0.0
997,2022-09-26,18701,9,0,2022,1595.0,0.5464575276788773,9.4,0.0,0.0
998,2022-09-27,19680,9,1,2022,1598.0,0.5469358084735957,7.1,0.0,0.0
999,2022-09-28,19787,9,2,2022,1602.0,0.5476433091793765,7.5,0.0,0.0
1000,2022-09-29,21429,9,3,2022,1603.0,0.5483443861921745,6.3,0.0,0.0
1001,2022-09-30,22700,9,4,2022,1610.0,0.5491154972839225,6.8,0.0,0.0
1002,2022-10-01,25331,10,5,2022,1613.0,0.5498627037741791,11.9,0.0,0.0
1003,2022-10-02,18671,10,6,2022,1618.0,0.5504163000040203,13.1,0.0,0.0
1004,2022-10-03,19099,10,0,2022,1619.0,0.5508318721457109,7.9,0.0,0.0
1005,2022-10-04,21120,10,1,2022,1623.0,0.5513021224433468,7.8,0.0,0.0
1006,2022-10-05,22446,10,2,2022,1627.0,0.5518001023777984,8.1,0.0,0.0
1007,2022-10-06,17809,10,3,2022,1629.0,0.5522672740585393,11.6,5.7,0.0
1008,2022-10-07,14504,10,4,2022,1633.0,0.5527366269974611,4.7,0.7,0.0
1009,2022-10-08,19965,10,5,2022,1636.0,0.553582750126781,2.2,0.0,0.0
1010,2022-10-09,25338,10,6,2022,1637.0,0.5544773202670097,5.2,0.0,0.0
1011,2022-10-10,20714,10,0,2022,1638.0,0.5548644492381619,8.3,0.0,0.0
1012,2022-10-11,13137,10,1,2022,1639.0,0.5552430378752848,10.5,13.4,0.0
1013,2022-10-12,15359,10,2,2022,1642.0,0.5555728119768157,8.9,3.3,0.0
1014,2022-10-13,19461,10,3,2022,1644.0,0.5560019651705486,2.9,0.0,0.0
1015,2022-10-14,16747,10,4,2022,1644.0,0.5563361686417658,2.3,0.4,0.0
1016,2022-10-15,17371,10,5,2022,1645.0,0.5567653860317182,1.6,0.0,0.0
1017,2022-10-16,13628,10,6,2022,1646.0,0.5572480912739104,3.9,0.0,0.0
1018,2022-10-17,11425,10,0,2022,1646.0,0.5575798163019532,2.1,0.0,0.0
1019,2022-10-18,13146,10,1,2022,1648.0,0.5579454964448854,0.8,0.0,0.0
1020,2022-10-19,14631,10,2,2022,1648.0,0.5583502472518561,0.1,0.0,0.0
1021,2022-10-20,16935,10,3,2022,1651.0,0.5586064170962683,0.1,0.0,0.0
1022,2022-10-21,21610,10,4,2022,1652.0,0.5589280340709096,5.6,0.0,0.0
1023,2022-10-22,27236,10,5,2022,1652.0,0.5594243249295952,12.5,0.0,0.0
1024,2022-10-23,22822,10,6,2022,1654.0,0.5597306381609162,14.8,0.0,0.0
1025,2022-10-24,19705,10,0,2022,1656.0,0.5599467669558389,17.1,0.0,0.0
1026,2022-10-25,7987,10,1,2022,1657.0,0.5601488035736407,8.6,11.9,0.0
1027,2022-10-26,17003,10,2,2022,1657.0,0.560399657308069,4.3,6.2,0.0
1028,2022-10-27,17571,10,3,2022,1658.0,0.5606678180489278,3.4,0.0,0.0
1029,2022-10-28,18094,10,4,2022,1658.0,0.5608967245146672,5.9,0.0,0.0
1030,2022-10-29,20339,10,5,2022,1659.0,0.5611484006698672,3.6,0.0,0.0
1031,2022-10-30,14476,10,6,2022,1659.0,0.5613705034966546,7.8,0.0,0.0
1032,2022-10-31,14519,10,0,2022,1659.0,0.5616274056762902,10.5,0.0,0.0
1033,2022-11-01,19324,11,1,2022,1662.0,0.5618362958014956,7.1,0.0,0.0
1034,2022-11-02,20875,11,2,2022,1663.0,0.5621011950165268,6.7,0.0,0.0
1035,2022-11-03,21852,11,3,2022,1663.0,0.562306280641126,10.3,0.0,0.0
1036,2022-11-04,17257,11,4,2022,1666.0,0.5624276154837017,15.6,9.7,0.0
1037,2022-11-05,10428,11,5,2022,1667.0,0.5626019771571168,6.1,9.4,0.0
1038,2022-11-06,16112,11,6,2022,1667.0,0.5626717788472003,6.1,0.0,0.0
1039,2022-11-07,14289,11,0,2022,1666.0,0.5627660104913429,3.2,0.0,0.0
1040,2022-11-08,14986,11,1,2022,1669.0,0.5627867382162781,7.2,0.0,0.0
1041,2022-11-09,17658,11,2,2022,1672.0,0.5627572133722052,7.1,0.0,0.0
1042,2022-11-10,21008,11,3,2022,1674.0,0.5625772312869392,14.9,0.0,0.0
1043,2022-11-11,13179,11,4,2022,1673.0,0.5624456234326755,0.1,0.0,0.0
1044,2022-11-12,8454,11,5,2022,1674.0,0.5623566214383404,-0.2,0.0,0.0
1045,2022-11-13,8071,11,6,2022,1674.0,0.5623004492766664,-1.0,0.0,0.0
1046,2022-11-14,9908,11,0,2022,1674.0,0.5622961141090763,-1.5,0.0,0.0
1047,2022-11-15,6120,11,1,2022,1674.0,0.5622973011169243,0.0,3.1,1.47
1048,2022-11-16,8320,11,2,2022,1674.0,0.5622617272557673,-0.5,0.0,0.0
1049,2022-11-17,8901,11,3,2022,1675.0,0.562232655742402,-1.7,0.0,0.0
1050,2022-11-18,6720,11,4,2022,1675.0,0.5622236691261544,-6.4,0.1,0.14
1051,2022-11-19,4369,11,5,2022,1675.0,0.5622236517960619,-7.8,0.0,0.0
1052,2022-11-20,4295,11,6,2022,1677.0,0.5622254803264729,-10.8,0.0,0.0
1053,2022-11-21,8500,11,0,2022,1677.0,0.5622285091780821,-1.8,0.0,0.0
1054,2022-11-22,9651,11,1,2022,1677.0,0.562212304309759,-2.7,0.0,0.0
1055,2022-11-23,10504,11,2,2022,1679.0,0.5622380411638591,-0.5,0.0,0.0
1056,2022-11-24,5294,11,3,2022,1679.0,0.5622537841952081,1.3,0.7,0.0
1057,2022-11-25,7675,11,4,2022,1679.0,0.562313547453843,0.9,0.0,0.0
1058,2022-11-26,9019,11,5,2022,1679.0,0.562363328626585,0.2,0.0,0.0
1059,2022-11-27,5179,11,6,2022,1679.0,0.5624218531438587,3.2,7.3,0.0
1060,2022-11-28,9888,11,0,2022,1679.0,0.562470172331299,-0.6,0.0,0.0
1061,2022-11-29,11822,11,1,2022,1681.0,0.5625640082713363,3.3,3.6,0.0
1062,2022-11-30,7842,11,2,2022,1682.0,0.5626230431159601,-5.7,0.0,0.0
1063,2022-12-01,8484,12,3,2022,1682.0,0.5626326807827993,-8.2,0.0,0.0
1064,2022-12-02,10423,12,4,2022,1683.0,0.5626489751246911,0.1,0.4,0.0
1065,2022-12-03,7162,12,5,2022,1683.0,0.5626629072425483,-5.4,0.0,0.0
1066,2022-12-04,6494,12,6,2022,1684.0,0.5626614733564874,-7.2,0.0,0.0
1067,2022-12-05,8854,12,0,2022,1684.0,0.5626596024887822,-2.1,0.0,0.0
1068,2022-12-06,10206,12,1,2022,1684.0,0.5626987687848181,2.5,0.0,0.0
1069,2022-12-07,11081,12,2,2022,1685.0,0.5627437659406033,3.1,0.0,0.0
1070,2022-12-08,10586,12,3,2022,1686.0,0.5627713624923197,1.8,0.0,0.0
1071,2022-12-09,4778,12,4,2022,1686.0,0.5627896603361101,1.3,5.0,3.29
1072,2022-12-10,7826,12,5,2022,1687.0,0.5628048195133509,2.6,0.0,0.0
1073,2022-12-11,6800,12,6,2022,1688.0,0.5628315828381663,2.6,0.0,0.0
1074,2022-12-12,8377,12,0,2022,1691.0,0.5628594359715253,2.1,0.0,0.0
1075,2022-12-13,8954,12,1,2022,1692.0,0.562921100908428,1.2,0.0,0.0
1076,2022-12-14,4346,12,2,2022,1692.0,0.5629165512458993,2.6,20.5,0.0
1077,2022-12-15,7156,12,3,2022,1692.0,0.5628782007271941,-0.4,8.1,0.42
1078,2022-12-16,4948,12,4,2022,1691.0,0.5628358569642107,-2.3,0.0,0.0
1079,2022-12-17,4031,12,5,2022,1690.0,0.5628291618650011,-6.5,0.0,0.0
1080,2022-12-18,3666,12,6,2022,1690.0,0.562856836909019,-9.8,0.0,0.0
1081,2022-12-19,5340,12,0,2022,1690.0,0.5628984206928496,-12.1,0.0,0.0
1082,2022-12-20,6552,12,1,2022,1690.0,0.5629460233388738,-5.4,0.0,0.0
1083,2022-12-21,6325,12,2,2022,1690.0,0.5629782590764324,-8.7,0.0,0.0
1084,2022-12-22,2621,12,3,2022,1690.0,0.5629653932606415,-19.8,1.0,1.96
1085,2022-12-23,264,12,4,2022,1690.0,0.5628910876603496,-23.0,0.0,0.0
1086,2022-12-24,475,12,5,2022,1690.0,0.5629034476251208,-19.3,0.0,0.0
1087,2022-12-25,481,12,6,2022,1690.0,0.5629100944084922,-16.5,0.0,0.0
1088,2022-12-26,1242,12,0,2022,1690.0,0.5629169157251843,-10.3,0.0,0.0
1089,2022-12-27,2302,12,1,2022,1690.0,0.5629252019262063,-12.0,0.0,0.0
1090,2022-12-28,4072,12,2,2022,1690.0,0.5629300545194703,-3.8,0.0,0.0
1091,2022-12-29,6402,12,3,2022,1690.0,0.5629234677134113,5.8,0.0,0.0
1092,2022-12-30,6381,12,4,2022,1690.0,0.5629258454734357,0.3,0.0,0.0
1093,2022-12-31,5045,12,5,2022,1691.0,0.5629465036259433,-1.5,0.0,0.0
1094,2023-01-01,5122,1,6,2023,1692.0,0.5629371693657622,1.6,1.8,0.0
1095,2023-01-02,5498,1,0,2023,1692.0,0.5629325919292542,2.0,0.0,0.0
1096,2023-01-03,5125,1,1,2023,1692.0,0.5629177529416529,3.9,16.9,0.0
1097,2023-01-04,7257,1,2,2023,1692.0,0.5628399778758291,0.6,0.0,0.0
1098,2023-01-05,6568,1,3,2023,1693.0,0.5628869915028119,-0.7,0.0,0.0
1099,2023-01-06,6539,1,4,2023,1693.0,0.5629909148073996,-3.3,0.0,0.0
1100,2023-01-07,5400,1,5,2023,1693.0,0.5630316887521206,-2.4,0.0,0.0
1101,2023-01-08,5359,1,6,2023,1693.0,0.5630792566503375,-2.1,0.0,0.0
1102,2023-01-09,8031,1,0,2023,1693.0,0.5631168326153028,-3.1,0.0,0.0
1103,2023-01-10,9865,1,1,2023,1693.0,0.5631526860362829,1.6,0.0,0.0
